kappa_top3,kappa_top5,gini,entropy,modularity_proxy,rewiring,max_degree,n_active_edges,mean_pressure,service_rate,displacement_rate,tender_rejection_rate,n_unserved,mean_price,price_std,shipper_surplus,hhi_round,mean_util,revenue_gini,revenue_top3_share,n_active_carriers,n_loss_carriers,kappa_pref_top3,round,name,selector,seed,fitness_regime,llm_specs,llm_mix_mode,shuffle,dynamic_profile,econ_enabled,show_capacity,rating_mode
0.37142857142857144,0.5714285714285714,0.48714285714285716,3.5553480614894135,0.4857142857142857,1.0,5.0,35.0,1.7242406562370136,0.7,0.5428571428571428,0.6698113207547169,15,0.5832824291812178,0.1950609497874801,0.3417022995731475,0.08897959183673466,0.5239294894402718,0.5438945860911307,0.45944483931773333,20.0,0.0,0.78,1,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.36678700361010835,0.5631768953068592,0.4780866425992777,4.184315468729878,0.5631768953068592,0.9142857142857143,9.75,67.0,1.5628715796423944,0.72,0.6111111111111112,0.6727272727272727,14,0.6794779886623314,0.33160782035825365,0.2907758481631212,0.09722222222222222,0.4795504379743856,0.5653079508548817,0.4998504175047559,20.0,0.0,0.8143589743589743,2,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3554709566498834,0.5604813950632445,0.4686073928527574,4.503433231697543,0.5604813950632445,0.40298507462686567,13.2625,94.0,1.6621590323045854,0.72,0.6388888888888888,0.660377358490566,14,0.7834015982356202,0.36864248227444657,0.21595084927035352,0.09567901234567902,0.4933547719480599,0.5636486034251854,0.5021245619575809,20.0,0.0,0.8373707274320772,3,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3273516122643551,0.49519844139335006,0.41326100673830213,4.751638315759142,0.4951984413933502,0.2978723404255319,17.599375,122.0,1.357491715679069,0.78,0.41025641025641024,0.59375,11,0.8221839491952431,0.416956965693035,0.2286965196277104,0.09664694280078893,0.49044496551440686,0.5678979838695523,0.49684708478313017,20.0,0.0,0.7302591057650192,4,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.31126878534665714,0.4815249625038146,0.38245019996441953,4.939273791299277,0.4815249625038146,0.22131147540983606,19.719406249999995,149.0,1.5116237943803634,0.84,0.6190476190476191,0.5625,8,0.8157886055814692,0.4464387118276559,0.2747375713115658,0.08616780045351471,0.5569022465627329,0.5493035748765723,0.48623753716857615,20.0,0.0,0.666104674534225,5,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3063413462432663,0.4776540632084347,0.36882267669467045,5.043326805220254,0.4776540632084347,0.14093959731543623,22.7334359375,170.0,1.4294845836613794,0.78,0.5384615384615384,0.61,11,0.8490290096928067,0.4595684526232514,0.2077573724396107,0.07955292570677186,0.5534640743053012,0.5332493189032925,0.47348829180044255,20.0,0.0,0.6687273434850848,6,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3075700421739438,0.47448174852067027,0.3491359973522991,5.127216825451267,0.47448174852067027,0.10588235294117647,25.596764140624998,188.0,1.661461797182048,0.7,0.6571428571428571,0.6846846846846847,15,0.8405869455888657,0.4753058360017247,0.16158913808779402,0.09224489795918367,0.48144743448803606,0.5235723608202935,0.47439451925823156,20.0,0.0,0.6473910394245916,7,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.31275747399316056,0.4704091370351985,0.34861932271419216,5.209813160660029,0.4704091370351985,0.09574468085106383,28.316925933593748,206.0,1.5120814089463095,0.76,0.42105263157894735,0.6122448979591837,12,0.9070388140989669,0.48413896293251807,0.1506505012847852,0.08864265927977838,0.5215994865947918,0.5247205291693758,0.4879748102557151,20.0,0.0,0.6433220105869981,8,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.32267561986053156,0.47152232304722586,0.3558993214564032,5.236584618514593,0.47152232304722586,0.05825242718446602,31.90107963691406,218.0,1.5290601961857064,0.72,0.4444444444444444,0.660377358490566,14,0.9566961533342637,0.48798456096308407,0.09117876959933006,0.10185185185185186,0.4199191844621052,0.5375095826295588,0.5087055472806832,20.0,0.0,0.6590999420469723,9,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.32947947522715976,0.4754491105905134,0.35665261084504835,5.2702100625459884,0.47544911059051337,0.045871559633027525,34.30602565506835,228.0,1.675498605445462,0.62,0.45161290322580644,0.7207207207207207,19,0.8977090984104313,0.5060071084853315,0.07342035898553247,0.0988553590010406,0.4375627796320859,0.5393875774709995,0.5207722946495457,20.0,0.0,0.6492435722758755,10,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.32254329137384646,0.4652449559082569,0.3402917284265286,5.325116030267312,0.46524495590825693,0.06578947368421052,36.59072437231493,243.0,1.7616954172724164,0.74,0.5405405405405406,0.6509433962264151,13,0.8078923052400149,0.47529594820261833,0.21215969412238903,0.0810810810810811,0.5649997829078724,0.5378404322188501,0.5207534430610354,20.0,0.0,0.6528099491666429,11,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3177477032446659,0.45706517153466364,0.33080269898126025,5.36094307119253,0.4570651715346636,0.04526748971193416,37.76118815369919,254.0,1.6001183474368001,0.72,0.4722222222222222,0.6470588235294118,14,0.8022004776833414,0.47380437346627785,0.2024156560679941,0.08179012345679013,0.5312104048324168,0.5367384993953377,0.5249879407726162,20.0,0.0,0.6296603114334375,12,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3222357697257224,0.4655486725808094,0.3431732351437861,5.404841110786581,0.4655486725808093,0.047244094488188976,39.55264706254573,266.0,1.372981383144688,0.78,0.38461538461538464,0.5979381443298969,11,0.9151600425660599,0.503780998901831,0.1561751667984732,0.1111111111111111,0.4867802705733114,0.5366567974193958,0.5244607624925667,20.0,0.0,0.6122291441181342,13,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3258952669198815,0.4671155822419208,0.33491957444968473,5.43250788280757,0.4671155822419209,0.03759398496240601,41.92947230871351,276.0,2.0514258269790218,0.66,0.48484848484848486,0.7027027027027027,17,0.922196901122706,0.48816442039990343,0.08135004525901401,0.08539944903581272,0.5341526020208428,0.529596035793747,0.5235080682566983,20.0,0.0,0.6110356494009505,14,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.32737289274734327,0.46983703793562065,0.33370835483328726,5.452298921260561,0.46983703793562065,0.028985507246376812,42.83299869327783,284.0,1.8736444770753202,0.64,0.53125,0.7090909090909091,18,0.9338689050149035,0.47344677491111764,0.06232390079046175,0.099609375,0.4552324842859644,0.5349273178587606,0.5267423563657536,20.0,0.0,0.6286396425922015,15,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3254255688793625,0.46757060170920933,0.3315963983423398,5.485568006522555,0.4675706017092092,0.035211267605633804,45.691348758613955,294.0,1.63799757530863,0.72,0.5833333333333334,0.6727272727272727,14,0.9043738124747053,0.4853803690632223,0.12885085501821225,0.08641975308641976,0.5068952964533717,0.5348690970449587,0.5326893823540074,20.0,0.0,0.6314403079973817,16,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.32693049757910025,0.46812220326821846,0.3307838015101566,5.529107350196833,0.46812220326821835,0.04421768707482993,48.406781320683244,307.0,1.6131256451482898,0.76,0.5263157894736842,0.6448598130841121,12,0.9018553521209183,0.4983986359607475,0.1545899323881021,0.08310249307479221,0.5291127464603094,0.5285360850284608,0.5307369227369926,20.0,0.0,0.6321758288035473,17,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3204917021903623,0.4693966308773035,0.330607923078553,5.559191860786289,0.4693966308773036,0.035830618892508145,47.986442254649084,318.0,2.0763749506885025,0.66,0.5757575757575758,0.7079646017699115,17,0.8861281244231198,0.47174139828291145,0.10515543788074087,0.09274563820018368,0.5124650320632691,0.5281880904591536,0.5293595444530528,20.0,0.0,0.6477555096874763,18,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.32080791494026967,0.46411699707330883,0.3148918284369875,5.601355615959717,0.46411699707330883,0.040880503144654086,49.49369792093008,331.0,1.7628175033326545,0.74,0.5945945945945946,0.6666666666666666,13,0.8918967953156649,0.4933952709338118,0.14999637146640782,0.09422936449963479,0.5386280004235627,0.5257650079835113,0.5304321684086947,20.0,0.0,0.6423145796537233,19,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
0.3173513757617058,0.46125039594498213,0.30890972423091256,5.596461563603367,0.4612503959449821,0.012084592145015106,50.01901302488358,335.0,1.8360426104836747,0.66,0.5757575757575758,0.6915887850467289,17,0.8443768302475585,0.46941834456361375,0.13271129203661133,0.07988980716253445,0.5258122814354685,0.5230842528531976,0.5294545868754131,20.0,0.0,0.624987245194564,20,k2-gpt-k20-s9,llm,9,heavy_tail,openai:gpt-5.4-mini,monoculture,True,False,True,False,endogenous
