kappa_top3,kappa_top5,gini,entropy,modularity_proxy,rewiring,max_degree,n_active_edges,mean_pressure,service_rate,displacement_rate,tender_rejection_rate,n_unserved,mean_price,price_std,shipper_surplus,hhi_round,mean_util,revenue_gini,revenue_top3_share,n_active_carriers,n_loss_carriers,kappa_pref_top3,round,name,selector,seed,fitness_regime,llm_specs,llm_mix_mode,shuffle,dynamic_profile,econ_enabled,show_capacity,rating_mode
0.22916666666666666,0.3541666666666667,0.19375,3.8712010109078907,0.4375,1.0,4.0,48.0,1.2090739487777453,0.96,0.2708333333333333,0.3142857142857143,2,0.6551994704150346,0.1756797350319729,0.5110085084015669,0.05642361111111111,0.7233972906532233,0.3041982809924321,0.28923505583029263,20.0,0.0,0.3,1,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.22780126849894286,0.36152219873150093,0.17071881606765352,4.560101221489985,0.36152219873150104,1.0,7.8,96.0,1.0241913213328893,0.98,0.12244897959183673,0.19672131147540983,1,0.6479531199737535,0.19741229387342854,0.5350059424257215,0.05872553102873802,0.7169668800544808,0.2548230876982217,0.270462111164954,20.0,0.0,0.2405128205128205,2,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.2424385290491042,0.3611010372089649,0.18488975121491244,4.937661656404536,0.36110103720896497,0.46875,12.409999999999998,141.0,1.2425953645122578,0.96,0.3125,0.3333333333333333,2,0.6251136292479291,0.2059228750307092,0.539890915921988,0.06249999999999999,0.6949311602143629,0.2733328002290978,0.2776393188632599,20.0,0.0,0.241034180543383,3,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.22132926839663247,0.34831781516282,0.16776338033771512,5.163627573241916,0.34831781516282007,0.2695035460992908,13.789499999999999,179.0,1.500653766648529,0.9,0.4444444444444444,0.4578313253012048,5,0.6826335964188238,0.24320316729613162,0.4356297632230586,0.05777777777777778,0.7430191509089044,0.27007623397506153,0.26744636889853807,20.0,0.0,0.2515509282657772,4,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.22151865176201974,0.3420734532980437,0.16187488858099688,5.331310497652229,0.3420734532980437,0.19553072625698323,16.290149999999997,214.0,1.2573461774396917,0.9,0.13333333333333333,0.3283582089552239,5,0.7611229201303638,0.25941169468025604,0.3649893718826727,0.06469135802469136,0.6258349568394197,0.2714465610594322,0.2601663227738242,20.0,0.0,0.24132344063621958,5,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.2288303246502198,0.34371843506748956,0.16077502521735967,5.468039370445484,0.3437184350674895,0.1588785046728972,19.475642499999996,248.0,1.2988474473285987,0.92,0.17391304347826086,0.3333333333333333,4,0.6987581141287388,0.25609035051268947,0.4371425350015604,0.058601134215500936,0.6973102729545663,0.2558007555150169,0.25582106426956536,20.0,0.0,0.26052900772962606,6,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.23133803195173233,0.3492139907234542,0.16830384883455032,5.5939401261249575,0.34921399072345427,0.14112903225806453,22.501860374999996,283.0,1.3184220068516397,0.9,0.24444444444444444,0.375,5,0.7782321605366636,0.2793149231970663,0.3495910555170028,0.0637037037037037,0.6780892372829282,0.26881989678336415,0.25658547490769595,20.0,0.0,0.2614042606946089,7,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.22607970315491255,0.345944673234086,0.1660180715824846,5.6975122909900024,0.34594467323408606,0.12014134275618374,23.887224014062497,317.0,1.149973307719571,0.92,0.1956521739130435,0.31343283582089554,4,0.8208544077999195,0.3293262954589043,0.32481394482407405,0.05765595463137995,0.6117420152025641,0.27179181129286417,0.2580932694084719,20.0,0.0,0.25228245616414086,8,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.22585426387918311,0.3497350489755355,0.16893454390844576,5.772700841451295,0.34973504897553553,0.0946372239747634,26.69286281335937,347.0,1.111717509599973,0.98,0.22448979591836735,0.25757575757575757,1,0.8149868630712614,0.33246681373170567,0.3713128741901636,0.06455643481882549,0.7221831582765399,0.27837703203953085,0.26136202215392274,20.0,0.0,0.2452124936624987,9,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
0.22261959888178579,0.34953740435759567,0.17266395682699254,5.842793715406852,0.34953740435759567,0.08069164265129683,28.897532539015625,375.0,0.982910485869511,0.96,0.125,0.2,2,0.8450149296295115,0.34676546973458017,0.32878566755566885,0.06510416666666666,0.6557669617932138,0.2773777246501218,0.25985247867361444,20.0,0.0,0.23172464281846455,10,k2-pa-k13-s3,pa,3,heavy_tail,pseudo:gpt,monoculture,True,False,True,False,endogenous
